Kecamatan,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Alamat,Tipe Iklan,Aksesibilitas,NJOP_Rp_per_m2,Tingkat_Keamanan
Sukolilo,3,2,360,180,SHM - Sertifikat Hak Milik,5500.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,3 Mobil,PAM atau PDAM,Tidak,,"Jl. Sukolilo Raya No.45, Surabaya (-7.357301, 112.766059)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,4,4,375,600,HGB - Hak Guna Bangunan,4400.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.134, Surabaya (-7.341712, 112.752251)",Disewa,Baik,1000000.0,Rendah
Wiyung,5,3,756,564,"Lainnya (PPJB,Girik,Adat,dll)",4400.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,4 Mobil,PAM atau PDAM,Ya,Butuh Renovasi,"Jl. Wiyung Raya No.21, Surabaya (-7.229091, 112.667358)",Disewa,Baik,1000000.0,Tinggi
Sambikerep,4,3,180,189,HGB - Hak Guna Bangunan,3500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,4 Mobil,PAM atau PDAM,Ya,Baru,"Jl. Sambikerep Raya No.122, Surabaya (-7.200198, 112.727561)",Dijual,Baik,1000000.0,Rendah
Bubutan,3,2,253,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Bubutan Raya No.70, Surabaya (-7.336365, 112.76563)",Disewa,Baik,1147000.0,Tinggi
Wiyung,3,4,80,102,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Ya,Baru,"Jl. Wiyung Raya No.96, Surabaya (-7.370229, 112.777766)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,3,2,128,135,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.105, Surabaya (-7.241366, 112.601161)",Keduanya,Baik,1000000.0,Tinggi
Sukolilo,3,3,135,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Sukolilo Raya No.48, Surabaya (-7.279909, 112.762692)",Keduanya,Baik,1000000.0,Tinggi
Mulyorejo,3,3,144,260,HGB - Hak Guna Bangunan,,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Bagus,"Jl. Mulyorejo Raya No.39, Surabaya (-7.37992, 112.670078)",Dijual,Baik,1000000.0,Tinggi
Kenjeran,2,1,148,100,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Utara,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.31, Surabaya (-7.210646, 112.743676)",Keduanya,Baik,1032000.0,Tinggi
Sambikerep,4,3,150,258,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Sambikerep Raya No.10, Surabaya (-7.38439, 112.67428)",Keduanya,Baik,1000000.0,Tinggi
Sambikerep,4,4,150,259,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sambikerep Raya No.30, Surabaya (-7.274929, 112.72125)",Disewa,Baik,1000000.0,Tinggi
Sambikerep,4,4,150,258,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Sambikerep Raya No.18, Surabaya (-7.315213, 112.729356)",Dijual,Baik,1000000.0,Tinggi
Sambikerep,4,4,150,258,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sambikerep Raya No.188, Surabaya (-7.288675, 112.680999)",Keduanya,Baik,1000000.0,Rendah
Gayungan,3,4,165,150,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Gayungan Raya No.88, Surabaya (-7.357357, 112.702557)",Dijual,Baik,1032000.0,Tinggi
Sukolilo,3,2,165,300,SHM - Sertifikat Hak Milik,5500.0,,Tidak,Unfurnished,1.0,Barat,Tidak,,,Tidak,,"Jl. Sukolilo Raya No.125, Surabaya (-7.262378, 112.745263)",Disewa,Baik,1000000.0,Tinggi
Sambikerep,4,3,180,198,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.73, Surabaya (-7.208056, 112.695261)",Keduanya,Baik,1000000.0,Tinggi
Sukolilo,3,3,180,250,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.15, Surabaya (-7.308315, 112.602796)",Keduanya,Buruk,1000000.0,Rendah
Wiyung,4,3,180,198,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.4, Surabaya (-7.295408, 112.602581)",Dijual,Buruk,1000000.0,Tinggi
Wiyung,4,4,204,125,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,"Jl. Wiyung Raya No.191, Surabaya (-7.352038, 112.732262)",Keduanya,Baik,1000000.0,Tinggi
Bubutan,4,2,206,206,"Lainnya (PPJB,Girik,Adat,dll)",,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Bubutan Raya No.168, Surabaya (-7.221626, 112.769448)",Dijual,Baik,1147000.0,Tinggi
Wiyung,3,3,210,250,HGB - Hak Guna Bangunan,3300.0,Ya,Ya,Unfurnished,2.0,,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.9, Surabaya (-7.205765, 112.757055)",Keduanya,Baik,1000000.0,Tinggi
Pakal,5,3,223,177,HGB - Hak Guna Bangunan,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Pakal Raya No.109, Surabaya (-7.242741, 112.66208)",Disewa,Baik,1032000.0,Tinggi
Pakal,5,3,223,177,HGB - Hak Guna Bangunan,3500.0,,,Unfurnished,2.0,Selatan,,,,,Bagus,"Jl. Pakal Raya No.137, Surabaya (-7.291445, 112.694226)",Disewa,Baik,1032000.0,Tinggi
Sukolilo,3,2,227,150,SHM - Sertifikat Hak Milik,4400.0,,Tidak,Unfurnished,1.0,Timur,Tidak,,,Tidak,Bagus,"Jl. Sukolilo Raya No.154, Surabaya (-7.208641, 112.646832)",Dijual,Baik,1000000.0,Tinggi
Dukuh pakis,3,3,240,365,"Lainnya (PPJB,Girik,Adat,dll)",,Ya,Ya,Unfurnished,2.0,Tenggara,Tidak,2 Mobil,,Ya,Bagus,"Jl. Dukuh Pakis Raya No.132, Surabaya (-7.36923, 112.79783)",Keduanya,Buruk,1000000.0,Tinggi
Lakarsantri,5,5,240,385,SHM - Sertifikat Hak Milik,5500.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,,Tidak,Bagus,"Jl. Lakarsantri Raya No.16, Surabaya (-7.304302, 112.652101)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,4,3,240,270,HGB - Hak Guna Bangunan,4400.0,,Tidak,Unfurnished,2.0,Timur,Tidak,,PAM atau PDAM,Tidak,,"Jl. Wiyung Raya No.143, Surabaya (-7.292479, 112.683252)",Dijual,Baik,1000000.0,Tinggi
Rungkut,4,3,300,280,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.99, Surabaya (-7.301617, 112.736226)",Disewa,Buruk,1032000.0,Tinggi
Tandes,7,4,312,400,SHM - Sertifikat Hak Milik,4400.0,,Tidak,Unfurnished,1.0,Selatan,Tidak,,PAM atau PDAM,Ya,Butuh Renovasi,"Jl. Tandes Raya No.121, Surabaya (-7.239516, 112.775204)",Disewa,Baik,1000000.0,Tinggi
Rungkut,4,3,317,317,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.52, Surabaya (-7.265919, 112.610295)",Disewa,Buruk,1032000.0,Rendah
Rungkut,4,3,317,317,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,3 Mobil,PAM atau PDAM,Tidak,,"Jl. Rungkut Raya No.69, Surabaya (-7.374668, 112.660204)",Dijual,Baik,1032000.0,Tinggi
Mulyorejo,4,4,323,380,SHM - Sertifikat Hak Milik,5500.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.5, Surabaya (-7.33071, 112.713797)",Disewa,Baik,1000000.0,Tinggi
Rungkut,5,4,325,265,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Sudah Renovasi,"Jl. Rungkut Raya No.20, Surabaya (-7.332185, 112.723663)",Dijual,Baik,1032000.0,Tinggi
Rungkut,5,4,325,265,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.79, Surabaya (-7.286874, 112.614005)",Disewa,Baik,1032000.0,Tinggi
Rungkut,5,4,325,265,SHM - Sertifikat Hak Milik,,Ya,Ya,Unfurnished,1.0,,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.146, Surabaya (-7.341708, 112.732816)",Disewa,Baik,1032000.0,Tinggi
Rungkut,5,4,325,265,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.111, Surabaya (-7.376546, 112.705613)",Dijual,Baik,1032000.0,Tinggi
Rungkut,5,4,352,265,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,1.0,,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.2, Surabaya (-7.269263, 112.765525)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,2,2,385,530,SHM - Sertifikat Hak Milik,6600.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.93, Surabaya (-7.229793, 112.644438)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,3,2,385,530,SHM - Sertifikat Hak Milik,6600.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.13, Surabaya (-7.213678, 112.639005)",Keduanya,Baik,1032000.0,Rendah
Tenggilis mejoyo,5,4,385,530,SHM - Sertifikat Hak Milik,6600.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,"Jl. Tenggilis Mejoyo Raya No.4, Surabaya (-7.205484, 112.758667)",Disewa,Baik,1000000.0,Tinggi
Lakarsantri,4,2,472,350,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Lakarsantri Raya No.170, Surabaya (-7.243777, 112.740774)",Disewa,Buruk,1000000.0,Tinggi
Tambaksari,5,3,540,400,SHM - Sertifikat Hak Milik,6600.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Bagus,"Jl. Tambaksari Raya No.109, Surabaya (-7.37206, 112.758335)",Keduanya,Baik,1032000.0,Tinggi
Wiyung,4,3,155,245,"Lainnya (PPJB,Girik,Adat,dll)",3500.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.74, Surabaya (-7.229378, 112.756387)",Disewa,Baik,1000000.0,Tinggi
Lakarsantri,5,6,160,200,HGB - Hak Guna Bangunan,,,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Lakarsantri Raya No.189, Surabaya (-7.320008, 112.6208)",Disewa,Buruk,1000000.0,Tinggi
Wiyung,4,3,180,198,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.95, Surabaya (-7.254018, 112.655717)",Keduanya,Buruk,1000000.0,Tinggi
Sukolilo,4,4,186,183,SHM - Sertifikat Hak Milik,,Ya,Ya,Unfurnished,2.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.105, Surabaya (-7.293746, 112.652017)",Dijual,Baik,1000000.0,Rendah
Sukolilo,4,4,186,183,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.8, Surabaya (-7.234279, 112.786917)",Keduanya,Baik,1000000.0,Tinggi
Sukolilo,4,4,186,183,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Ya,Bagus,"Jl. Sukolilo Raya No.67, Surabaya (-7.314899, 112.697493)",Keduanya,Baik,1000000.0,Tinggi
Sukolilo,4,4,186,183,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.191, Surabaya (-7.387641, 112.622211)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,4,4,186,183,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.110, Surabaya (-7.288635, 112.657916)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,4,4,186,183,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.9, Surabaya (-7.365742, 112.77438)",Keduanya,Baik,1000000.0,Rendah
Sukolilo,4,4,186,200,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.117, Surabaya (-7.206896, 112.769413)",Keduanya,Buruk,1000000.0,Tinggi
Wiyung,3,3,200,200,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,2.0,,,,,,Bagus Sekali,"Jl. Wiyung Raya No.11, Surabaya (-7.294607, 112.780068)",Disewa,Baik,1000000.0,Tinggi
Wiyung,5,3,219,208,HGB - Hak Guna Bangunan,4400.0,,,Unfurnished,2.0,Utara,,,,,Bagus Sekali,"Jl. Wiyung Raya No.99, Surabaya (-7.289288, 112.677706)",Disewa,Buruk,1000000.0,Tinggi
Wiyung,4,4,226,260,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Wiyung Raya No.42, Surabaya (-7.218547, 112.728268)",Dijual,Baik,1000000.0,Tinggi
Tandes,3,2,250,200,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Bagus,"Jl. Tandes Raya No.141, Surabaya (-7.275083, 112.655635)",Disewa,Baik,1000000.0,Tinggi
Wiyung,3,2,257,122,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,1.0,,,,,,Bagus Sekali,"Jl. Wiyung Raya No.164, Surabaya (-7.339454, 112.636165)",Keduanya,Baik,1000000.0,Tinggi
Sambikerep,7,3,285,335,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.120, Surabaya (-7.340781, 112.60438)",Disewa,Buruk,1000000.0,Tinggi
Sambikerep,3,2,310,180,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.141, Surabaya (-7.299684, 112.644688)",Disewa,Baik,1000000.0,Tinggi
Wiyung,4,3,330,320,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.12, Surabaya (-7.226678, 112.720875)",Dijual,Baik,1000000.0,Tinggi
Dukuh pakis,5,2,336,200,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,2 Mobil,,Tidak,Butuh Renovasi,"Jl. Dukuh Pakis Raya No.37, Surabaya (-7.241054, 112.780842)",Dijual,Buruk,1000000.0,Tinggi
Wiyung,4,3,360,300,SHM - Sertifikat Hak Milik,,,,Unfurnished,1.0,Selatan,,,,,Bagus,"Jl. Wiyung Raya No.74, Surabaya (-7.207452, 112.626684)",Keduanya,Baik,1000000.0,Rendah
Gayungan,3,2,385,250,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,,,Tidak,,Sumur Pompa,Tidak,Butuh Renovasi,"Jl. Gayungan Raya No.73, Surabaya (-7.385623, 112.783602)",Keduanya,Baik,1032000.0,Tinggi
Gayungan,3,2,385,385,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Timur,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Gayungan Raya No.52, Surabaya (-7.346335, 112.669077)",Disewa,Buruk,1032000.0,Rendah
Wiyung,5,5,756,564,HGB - Hak Guna Bangunan,6600.0,,,Unfurnished,2.0,Utara,,,,,Baru,"Jl. Wiyung Raya No.199, Surabaya (-7.383958, 112.685366)",Keduanya,Buruk,1000000.0,Tinggi
Kenjeran,4,3,126,183,HGB - Hak Guna Bangunan,5500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Kenjeran Raya No.130, Surabaya (-7.249784, 112.672996)",Keduanya,Baik,1032000.0,Tinggi
Kenjeran,3,2,126,183,HGB - Hak Guna Bangunan,3500.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.56, Surabaya (-7.371833, 112.681722)",Disewa,Baik,1032000.0,Tinggi
Kenjeran,3,2,126,183,HGB - Hak Guna Bangunan,3500.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Kenjeran Raya No.60, Surabaya (-7.380023, 112.651839)",Disewa,Baik,1032000.0,Tinggi
Sukolilo,4,3,135,350,SHM - Sertifikat Hak Milik,3500.0,,Ya,Unfurnished,3.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.23, Surabaya (-7.287666, 112.739721)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,4,3,135,255,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,3.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.103, Surabaya (-7.317703, 112.751637)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,4,2,208,280,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,,Tidak,Bagus,"Jl. Sukolilo Raya No.40, Surabaya (-7.25698, 112.764623)",Dijual,Baik,1000000.0,Tinggi
Tenggilis mejoyo,5,5,300,380,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,,Tidak,Bagus,"Jl. Tenggilis Mejoyo Raya No.64, Surabaya (-7.302597, 112.668258)",Disewa,Baik,1000000.0,Tinggi
Rungkut,4,3,325,320,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.85, Surabaya (-7.314933, 112.752925)",Dijual,Baik,1032000.0,Tinggi
Wiyung,3,2,105,144,HGB - Hak Guna Bangunan,3500.0,Ya,Ya,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.151, Surabaya (-7.3149, 112.727535)",Dijual,Baik,1000000.0,Rendah
Kenjeran,3,3,111,150,SHM - Sertifikat Hak Milik,5500.0,,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.157, Surabaya (-7.225625, 112.791583)",Dijual,Baik,1032000.0,Tinggi
Kenjeran,5,4,120,230,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,3.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Ya,Baru,"Jl. Kenjeran Raya No.179, Surabaya (-7.320955, 112.684957)",Keduanya,Baik,1032000.0,Tinggi
Kenjeran,4,3,126,183,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Kenjeran Raya No.197, Surabaya (-7.333321, 112.798462)",Disewa,Baik,1032000.0,Tinggi
Kenjeran,3,2,126,183,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,3.0,,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Kenjeran Raya No.89, Surabaya (-7.332293, 112.748079)",Disewa,Baik,1032000.0,Tinggi
Sukolilo,4,2,135,220,HGB - Hak Guna Bangunan,3500.0,,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.31, Surabaya (-7.36068, 112.755256)",Keduanya,Baik,1000000.0,Tinggi
Lakarsantri,4,3,150,213,HGB - Hak Guna Bangunan,4400.0,,Ya,Unfurnished,2.0,Utara,Ya,,PAM atau PDAM,Tidak,Baru,"Jl. Lakarsantri Raya No.178, Surabaya (-7.227862, 112.605141)",Dijual,Baik,1000000.0,Tinggi
Lakarsantri,4,3,150,213,HGB - Hak Guna Bangunan,5500.0,Tidak,Tidak,Unfurnished,2.0,,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Lakarsantri Raya No.20, Surabaya (-7.370674, 112.69948)",Disewa,Baik,1000000.0,Tinggi
Lakarsantri,4,3,150,213,HGB - Hak Guna Bangunan,4400.0,,Ya,Unfurnished,2.0,Utara,Ya,,PAM atau PDAM,Tidak,Baru,"Jl. Lakarsantri Raya No.183, Surabaya (-7.218278, 112.705667)",Dijual,Baik,1000000.0,Tinggi
Lakarsantri,4,3,150,213,HGB - Hak Guna Bangunan,4400.0,,Ya,Unfurnished,2.0,Utara,Ya,,PAM atau PDAM,Tidak,Baru,"Jl. Lakarsantri Raya No.130, Surabaya (-7.343306, 112.60812)",Keduanya,Baik,1000000.0,Tinggi
Lakarsantri,4,3,150,213,HGB - Hak Guna Bangunan,4400.0,,Ya,Unfurnished,2.0,Utara,Ya,,PAM atau PDAM,Tidak,Baru,"Jl. Lakarsantri Raya No.153, Surabaya (-7.220115, 112.662426)",Dijual,Baik,1000000.0,Tinggi
Lakarsantri,4,3,150,213,HGB - Hak Guna Bangunan,4400.0,,Ya,Unfurnished,2.0,Utara,Ya,,PAM atau PDAM,Tidak,Baru,"Jl. Lakarsantri Raya No.13, Surabaya (-7.241836, 112.791129)",Keduanya,Baik,1000000.0,Tinggi
Lakarsantri,4,3,150,213,HGB - Hak Guna Bangunan,4400.0,,Ya,Unfurnished,2.0,Utara,Ya,,PAM atau PDAM,Tidak,Baru,"Jl. Lakarsantri Raya No.122, Surabaya (-7.283602, 112.685222)",Keduanya,Baik,1000000.0,Tinggi
Lakarsantri,4,3,150,213,HGB - Hak Guna Bangunan,4400.0,,Ya,Unfurnished,2.0,Utara,Ya,,PAM atau PDAM,Tidak,Baru,"Jl. Lakarsantri Raya No.103, Surabaya (-7.266106, 112.63734)",Dijual,Buruk,1000000.0,Tinggi
Mulyorejo,3,3,162,226,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.106, Surabaya (-7.334831, 112.702668)",Dijual,Baik,1000000.0,Tinggi
Wiyung,4,3,162,207,HGB - Hak Guna Bangunan,3500.0,,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.119, Surabaya (-7.285154, 112.606753)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,2,2,165,233,SHM - Sertifikat Hak Milik,5500.0,Tidak,Tidak,Unfurnished,2.0,Barat,Ya,3 Mobil,,Tidak,Bagus,"Jl. Sukolilo Raya No.70, Surabaya (-7.341519, 112.703198)",Keduanya,Baik,1000000.0,Tinggi
Lakarsantri,3,3,180,142,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Lakarsantri Raya No.195, Surabaya (-7.319545, 112.718854)",Dijual,Baik,1000000.0,Rendah
Sukolilo,3,3,180,210,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.186, Surabaya (-7.247067, 112.671539)",Dijual,Baik,1000000.0,Tinggi
Wiyung,3,3,180,142,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.99, Surabaya (-7.351213, 112.752515)",Disewa,Baik,1000000.0,Rendah
Lakarsantri,4,3,200,360,HGB - Hak Guna Bangunan,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Lakarsantri Raya No.82, Surabaya (-7.232231, 112.627143)",Disewa,Baik,1000000.0,Rendah
Lakarsantri,4,3,200,360,HGB - Hak Guna Bangunan,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Lakarsantri Raya No.75, Surabaya (-7.324823, 112.775637)",Disewa,Baik,1000000.0,Tinggi
Rungkut,5,4,200,250,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.118, Surabaya (-7.293566, 112.791089)",Keduanya,Baik,1032000.0,Tinggi
