Nama_Aset,Lokasi,Luas_m2,Sertifikat,Lokasi_Pasti,Kondisi,Tipe_Iklan,NJOP_Rp_per_m2,Jumlah_Penduduk,Aksesibilitas
Genteng,"Gg. Setiabudhi, Genteng, Surabaya",1744,Girik,"Gg. Setiabudhi, Genteng, Surabaya (-7.265449, 112.710344)",Second,Dijual,,52924.0,Buruk
Krembangan,"Gg. Pacuan Kuda, Krembangan, Surabaya",1944,Girik,"Gg. Pacuan Kuda, Krembangan, Surabaya (-7.270092, 112.723115)",Second,Disewa,,109027.0,Baik
Karang Pilang,"Gg. Indragiri, Karang Pilang, Surabaya",1930,HGB,"Gg. Indragiri, Karang Pilang, Surabaya (-7.299152, 112.739417)",Second,Disewa/Dijual,862000.0,,Baik
Wonokromo,"Gg. Merdeka, Wonokromo, Surabaya",1586,SHM,"Gg. Merdeka, Wonokromo, Surabaya (-7.326710, 112.717011)",Second,Disewa/Dijual,,144650.0,Baik
Sambikerep,"Gg. HOS. Cokroaminoto, Sambikerep, Surabaya",1356,Belum Bersertifikat,"Gg. HOS. Cokroaminoto, Sambikerep, Surabaya (-7.265467, 112.749491)",Second,Disewa/Dijual,,63778.0,Buruk
Rungkut,"Jl. Cihampelas, Rungkut, Surabaya",1902,Girik,"Jl. Cihampelas, Rungkut, Surabaya (-7.277284, 112.747137)",Second,Dijual,,123757.0,Baik
Krembangan,"Gg. Laswi, Krembangan, Surabaya",1457,Belum Bersertifikat,"Gg. Laswi, Krembangan, Surabaya (-7.251924, 112.795626)",Second,Dijual,,109027.0,Buruk
Simokerto,"Jalan Pacuan Kuda, Simokerto, Surabaya",1843,SHM,"Jalan Pacuan Kuda, Simokerto, Surabaya (-7.334431, 112.743373)",Second,Dijual,,86897.0,Baik
Tambaksari,"Gang Dipatiukur, Tambaksari, Surabaya",1015,SHM,"Gang Dipatiukur, Tambaksari, Surabaya (-7.327434, 112.778563)",Second,Dijual,,214966.0,Baik
Tambaksari,"Gang Kendalsari, Tambaksari, Surabaya",737,SHM,"Gang Kendalsari, Tambaksari, Surabaya (-7.328820, 112.794191)",Second,Dijual,,214966.0,Baik
Kenjeran,"Gang Cikapayang, Kenjeran, Surabaya",1758,SHM,"Gang Cikapayang, Kenjeran, Surabaya (-7.270746, 112.787699)",Second,Dijual,,181325.0,Baik
Asemrowo,"Gang Rajawali Barat, Asemrowo, Surabaya",1326,Girik,"Gang Rajawali Barat, Asemrowo, Surabaya (-7.331309, 112.720867)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Lakarsantri,"Jalan KH Amin Jasuta, Lakarsantri, Surabaya",981,SHM,"Jalan KH Amin Jasuta, Lakarsantri, Surabaya (-7.343334, 112.749603)",Second,Disewa/Dijual,,59256.0,Baik
Sukolilo,"Jl. Antapani Lama, Sukolilo, Surabaya",1542,HGB,"Jl. Antapani Lama, Sukolilo, Surabaya (-7.250144, 112.734774)",Second,Dijual,,110557.0,Buruk
Pabean Cantikan,"Jalan Dr. Djunjunan, Pabean Cantikan, Surabaya",1681,SHM,"Jalan Dr. Djunjunan, Pabean Cantikan, Surabaya (-7.347518, 112.739986)",Second,Disewa/Dijual,,,Baik
Bulak,"Jl. Rungkut Industri, Bulak, Surabaya",858,Belum Bersertifikat,"Jl. Rungkut Industri, Bulak, Surabaya (-7.266476, 112.736081)",Second,Disewa,,43764.0,Buruk
Tegalsari,"Gang PHH. Mustofa, Tegalsari, Surabaya",887,Belum Bersertifikat,"Gang PHH. Mustofa, Tegalsari, Surabaya (-7.313463, 112.782636)",Second,Dijual,,92014.0,Baik
Sawahan,"Gang Jamika, Sawahan, Surabaya",1558,Girik,"Gang Jamika, Sawahan, Surabaya (-7.265838, 112.745214)",Second,Disewa,1032000.0,188693.0,Buruk
Sambikerep,"Jl. Dr. Djunjunan, Sambikerep, Surabaya",1047,Belum Bersertifikat,"Jl. Dr. Djunjunan, Sambikerep, Surabaya (-7.294538, 112.752369)",Second,Dijual,,63778.0,Baik
Tandes,"Jl. Lembong, Tandes, Surabaya",1622,Girik,"Jl. Lembong, Tandes, Surabaya (-7.259837, 112.798245)",Second,Dijual,,87511.0,Buruk
Genteng,"Gg. Moch. Toha, Genteng, Surabaya",910,Girik,"Gg. Moch. Toha, Genteng, Surabaya (-7.257381, 112.705998)",Second,Disewa/Dijual,,52924.0,Buruk
Benowo,"Jl. Peta, Benowo, Surabaya",723,SHM,"Jl. Peta, Benowo, Surabaya (-7.349090, 112.748796)",Second,Disewa,,69938.0,Baik
Bulak,"Gg. Kutai, Bulak, Surabaya",1057,HGB,"Gg. Kutai, Bulak, Surabaya (-7.342459, 112.777406)",Second,Disewa/Dijual,,43764.0,Baik
Lakarsantri,"Jl. Medokan Ayu, Lakarsantri, Surabaya",1527,Belum Bersertifikat,"Jl. Medokan Ayu, Lakarsantri, Surabaya (-7.324964, 112.715116)",Second,Dijual,,59256.0,Baik
Karang Pilang,"Gg. Gedebage Selatan, Karang Pilang, Surabaya",958,SHM,"Gg. Gedebage Selatan, Karang Pilang, Surabaya (-7.283068, 112.761153)",Second,Disewa,862000.0,,Baik
Benowo,"Jalan Bangka Raya, Benowo, Surabaya",1988,Girik,"Jalan Bangka Raya, Benowo, Surabaya (-7.261173, 112.723946)",Second,Dijual,,69938.0,Buruk
Simokerto,"Jl. Suniaraja, Simokerto, Surabaya",1420,Girik,"Jl. Suniaraja, Simokerto, Surabaya (-7.304006, 112.786740)",Second,Disewa/Dijual,,86897.0,Baik
Karang Pilang,"Gang Kapten Muslihat, Karang Pilang, Surabaya",1744,SHM,"Gang Kapten Muslihat, Karang Pilang, Surabaya (-7.289303, 112.732710)",Second,Dijual,862000.0,,Baik
Asemrowo,"Jl. Sentot Alibasa, Asemrowo, Surabaya",1018,HGB,"Jl. Sentot Alibasa, Asemrowo, Surabaya (-7.331150, 112.732906)",Second,Dijual,916000.0,45547.0,Baik
Krembangan,"Gg. Ciwastra, Krembangan, Surabaya",1775,HGB,"Gg. Ciwastra, Krembangan, Surabaya (-7.269503, 112.759819)",Second,Disewa/Dijual,,109027.0,Buruk
Wonokromo,"Gg. Jakarta, Wonokromo, Surabaya",1596,HGB,"Gg. Jakarta, Wonokromo, Surabaya (-7.253267, 112.718356)",Second,Dijual,,144650.0,Buruk
Rungkut,"Gg. Kutai, Rungkut, Surabaya",1015,Girik,"Gg. Kutai, Rungkut, Surabaya (-7.323140, 112.728489)",Second,Disewa,,123757.0,Baik
Sawahan,"Gg. Siliwangi, Sawahan, Surabaya",1923,Belum Bersertifikat,"Gg. Siliwangi, Sawahan, Surabaya (-7.300517, 112.741663)",Second,Disewa/Dijual,1032000.0,188693.0,Baik
Asemrowo,"Jalan Otto Iskandardinata, Asemrowo, Surabaya",1718,SHM,"Jalan Otto Iskandardinata, Asemrowo, Surabaya (-7.341388, 112.735364)",Second,Dijual,916000.0,45547.0,Baik
Gubeng,"Jl. Joyoboyo, Gubeng, Surabaya",1395,Belum Bersertifikat,"Jl. Joyoboyo, Gubeng, Surabaya (-7.294086, 112.752488)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Karang Pilang,"Gang Medokan Ayu, Karang Pilang, Surabaya",1380,SHM,"Gang Medokan Ayu, Karang Pilang, Surabaya (-7.299722, 112.759964)",Second,Dijual,862000.0,,Baik
Genteng,"Jalan Dr. Djunjunan, Genteng, Surabaya",1246,SHM,"Jalan Dr. Djunjunan, Genteng, Surabaya (-7.335556, 112.756667)",Second,Disewa/Dijual,,52924.0,Baik
Lakarsantri,"Gang R.E Martadinata, Lakarsantri, Surabaya",1381,SHM,"Gang R.E Martadinata, Lakarsantri, Surabaya (-7.305793, 112.765417)",Second,Disewa/Dijual,,59256.0,Baik
Sukolilo,"Gang Rawamangun, Sukolilo, Surabaya",731,HGB,"Gang Rawamangun, Sukolilo, Surabaya (-7.316590, 112.730775)",Second,Disewa,,110557.0,Baik
Benowo,"Jl. Kendalsari, Benowo, Surabaya",1104,Belum Bersertifikat,"Jl. Kendalsari, Benowo, Surabaya (-7.297817, 112.712643)",Second,Disewa/Dijual,,69938.0,Baik
Rungkut,"Gang Monginsidi, Rungkut, Surabaya",1071,HGB,"Gang Monginsidi, Rungkut, Surabaya (-7.291435, 112.776081)",Second,Disewa,,123757.0,Baik
Lakarsantri,"Gg. Waringin, Lakarsantri, Surabaya",1630,Belum Bersertifikat,"Gg. Waringin, Lakarsantri, Surabaya (-7.349150, 112.785078)",Second,Disewa/Dijual,,59256.0,Baik
Kenjeran,"Jl. Surapati, Kenjeran, Surabaya",1568,Belum Bersertifikat,"Jl. Surapati, Kenjeran, Surabaya (-7.273899, 112.725701)",Second,Disewa/Dijual,,181325.0,Baik
Rungkut,"Jl. Raya Setiabudhi, Rungkut, Surabaya",1636,Girik,"Jl. Raya Setiabudhi, Rungkut, Surabaya (-7.278699, 112.740709)",Second,Dijual,,123757.0,Baik
Tandes,"Jl. Kutisari Selatan, Tandes, Surabaya",776,HGB,"Jl. Kutisari Selatan, Tandes, Surabaya (-7.313371, 112.749857)",Second,Dijual,,87511.0,Baik
Dukuh Pakis,"Gang Tubagus Ismail, Dukuh Pakis, Surabaya",1642,HGB,"Gang Tubagus Ismail, Dukuh Pakis, Surabaya (-7.344706, 112.753333)",Second,Dijual,,56707.0,Baik
Lakarsantri,"Gg. Jayawijaya, Lakarsantri, Surabaya",1146,Girik,"Gg. Jayawijaya, Lakarsantri, Surabaya (-7.274507, 112.765949)",Second,Disewa/Dijual,,59256.0,Baik
Asemrowo,"Gang H.J Maemunah, Asemrowo, Surabaya",1991,SHM,"Gang H.J Maemunah, Asemrowo, Surabaya (-7.254482, 112.704160)",Second,Disewa/Dijual,916000.0,45547.0,Buruk
Genteng,"Jalan Abdul Muis, Genteng, Surabaya",945,HGB,"Jalan Abdul Muis, Genteng, Surabaya (-7.325985, 112.772148)",Second,Disewa,,52924.0,Baik
Lakarsantri,"Gg. Moch. Ramdan, Lakarsantri, Surabaya",1844,Girik,"Gg. Moch. Ramdan, Lakarsantri, Surabaya (-7.317648, 112.706197)",Second,Disewa,,59256.0,Baik
Simokerto,"Jl. KH Amin Jasuta, Simokerto, Surabaya",1134,Belum Bersertifikat,"Jl. KH Amin Jasuta, Simokerto, Surabaya (-7.331619, 112.746829)",Second,Disewa,,86897.0,Baik
Tambaksari,"Jl. Cihampelas, Tambaksari, Surabaya",1768,SHM,"Jl. Cihampelas, Tambaksari, Surabaya (-7.292306, 112.782767)",Second,Dijual,,214966.0,Baik
Asemrowo,"Gg. Rungkut Industri, Asemrowo, Surabaya",930,Belum Bersertifikat,"Gg. Rungkut Industri, Asemrowo, Surabaya (-7.334516, 112.745122)",Second,Dijual,916000.0,45547.0,Baik
Sawahan,"Jl. Cempaka, Sawahan, Surabaya",1780,SHM,"Jl. Cempaka, Sawahan, Surabaya (-7.314381, 112.714909)",Second,Disewa,1032000.0,188693.0,Baik
Dukuh Pakis,"Jalan Jend. Sudirman, Dukuh Pakis, Surabaya",1264,Girik,"Jalan Jend. Sudirman, Dukuh Pakis, Surabaya (-7.280299, 112.798503)",Second,Disewa/Dijual,,56707.0,Baik
Lakarsantri,"Gg. Jakarta, Lakarsantri, Surabaya",1776,SHM,"Gg. Jakarta, Lakarsantri, Surabaya (-7.293988, 112.788929)",Second,Dijual,,59256.0,Baik
Bulak,"Gg. Ahmad Yani, Bulak, Surabaya",1868,HGB,"Gg. Ahmad Yani, Bulak, Surabaya (-7.311354, 112.777131)",Second,Dijual,,43764.0,Baik
Benowo,"Gang Pacuan Kuda, Benowo, Surabaya",1673,SHM,"Gang Pacuan Kuda, Benowo, Surabaya (-7.307975, 112.741151)",Second,Disewa,,69938.0,Baik
Pakal,"Jalan R.E Martadinata, Pakal, Surabaya",1580,HGB,"Jalan R.E Martadinata, Pakal, Surabaya (-7.293789, 112.718385)",Second,Dijual,,59971.0,Baik
Bulak,"Gg. Jend. A. Yani, Bulak, Surabaya",1789,SHM,"Gg. Jend. A. Yani, Bulak, Surabaya (-7.349414, 112.794141)",Second,Disewa,,43764.0,Baik
Simokerto,"Jl. Indragiri, Simokerto, Surabaya",1612,SHM,"Jl. Indragiri, Simokerto, Surabaya (-7.342149, 112.753235)",Second,Dijual,,86897.0,Baik
Pabean Cantikan,"Gg. HOS. Cokroaminoto, Pabean Cantikan, Surabaya",1743,SHM,"Gg. HOS. Cokroaminoto, Pabean Cantikan, Surabaya (-7.261874, 112.785236)",Second,Disewa/Dijual,,,Buruk
Rungkut,"Jl. Dipenogoro, Rungkut, Surabaya",816,SHM,"Jl. Dipenogoro, Rungkut, Surabaya (-7.342212, 112.734210)",Second,Disewa/Dijual,,123757.0,Baik
Lakarsantri,"Gang Medokan Ayu, Lakarsantri, Surabaya",1475,HGB,"Gang Medokan Ayu, Lakarsantri, Surabaya (-7.279320, 112.733529)",Second,Dijual,,59256.0,Baik
Sambikerep,"Gang R.E Martadinata, Sambikerep, Surabaya",1399,SHM,"Gang R.E Martadinata, Sambikerep, Surabaya (-7.257996, 112.798554)",Second,Disewa,,63778.0,Buruk
Benowo,"Jalan BKR, Benowo, Surabaya",1726,SHM,"Jalan BKR, Benowo, Surabaya (-7.322932, 112.752183)",Second,Dijual,,69938.0,Baik
Simokerto,"Gg. Tebet Barat Dalam, Simokerto, Surabaya",1567,Belum Bersertifikat,"Gg. Tebet Barat Dalam, Simokerto, Surabaya (-7.312951, 112.714070)",Second,Disewa,,86897.0,Baik
Tandes,"Gang Setiabudhi, Tandes, Surabaya",1573,HGB,"Gang Setiabudhi, Tandes, Surabaya (-7.293108, 112.721967)",Second,Dijual,,87511.0,Baik
Tegalsari,"Jl. Ir. H. Djuanda, Tegalsari, Surabaya",853,HGB,"Jl. Ir. H. Djuanda, Tegalsari, Surabaya (-7.261829, 112.748194)",Second,Disewa/Dijual,,92014.0,Buruk
Benowo,"Jl. Abdul Muis, Benowo, Surabaya",1290,SHM,"Jl. Abdul Muis, Benowo, Surabaya (-7.255809, 112.704247)",Second,Disewa/Dijual,,69938.0,Buruk
Simokerto,"Jl. Soekarno Hatta, Simokerto, Surabaya",994,Girik,"Jl. Soekarno Hatta, Simokerto, Surabaya (-7.276044, 112.746253)",Second,Dijual,,86897.0,Baik
Benowo,"Jl. Asia Afrika, Benowo, Surabaya",1077,Girik,"Jl. Asia Afrika, Benowo, Surabaya (-7.341338, 112.741894)",Second,Dijual,,69938.0,Baik
Simokerto,"Gg. H.J Maemunah, Simokerto, Surabaya",1556,Belum Bersertifikat,"Gg. H.J Maemunah, Simokerto, Surabaya (-7.283085, 112.777934)",Second,Dijual,,86897.0,Baik
Karang Pilang,"Jl. Suryakencana, Karang Pilang, Surabaya",1103,HGB,"Jl. Suryakencana, Karang Pilang, Surabaya (-7.308970, 112.735494)",Second,Disewa/Dijual,862000.0,,Baik
Gubeng,"Jl. Kendalsari, Gubeng, Surabaya",1967,SHM,"Jl. Kendalsari, Gubeng, Surabaya (-7.302930, 112.798255)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Tegalsari,"Gang Antapani Lama, Tegalsari, Surabaya",1797,Belum Bersertifikat,"Gang Antapani Lama, Tegalsari, Surabaya (-7.345085, 112.718077)",Second,Disewa,,92014.0,Baik
Benowo,"Gg. Otto Iskandardinata, Benowo, Surabaya",1570,HGB,"Gg. Otto Iskandardinata, Benowo, Surabaya (-7.330894, 112.759099)",Second,Dijual,,69938.0,Baik
Sawahan,"Gg. Tebet Barat Dalam, Sawahan, Surabaya",822,Girik,"Gg. Tebet Barat Dalam, Sawahan, Surabaya (-7.270949, 112.708970)",Second,Dijual,1032000.0,188693.0,Baik
Benowo,"Gang Asia Afrika, Benowo, Surabaya",1923,Belum Bersertifikat,"Gang Asia Afrika, Benowo, Surabaya (-7.304604, 112.773386)",Second,Disewa/Dijual,,69938.0,Baik
Benowo,"Jalan Pasirkoja, Benowo, Surabaya",882,Girik,"Jalan Pasirkoja, Benowo, Surabaya (-7.319834, 112.799475)",Second,Dijual,,69938.0,Baik
Kenjeran,"Jl. Sukajadi, Kenjeran, Surabaya",1467,HGB,"Jl. Sukajadi, Kenjeran, Surabaya (-7.311598, 112.781914)",Second,Disewa,,181325.0,Baik
Tambaksari,"Jl. Ronggowarsito, Tambaksari, Surabaya",898,Belum Bersertifikat,"Jl. Ronggowarsito, Tambaksari, Surabaya (-7.264560, 112.755570)",Second,Dijual,,214966.0,Buruk
Gubeng,"Gang Tubagus Ismail, Gubeng, Surabaya",1950,HGB,"Gang Tubagus Ismail, Gubeng, Surabaya (-7.275100, 112.748474)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Karang Pilang,"Jalan Dipatiukur, Karang Pilang, Surabaya",711,Belum Bersertifikat,"Jalan Dipatiukur, Karang Pilang, Surabaya (-7.322768, 112.783503)",Second,Dijual,862000.0,,Baik
Rungkut,"Jl. W.R. Supratman, Rungkut, Surabaya",1285,Belum Bersertifikat,"Jl. W.R. Supratman, Rungkut, Surabaya (-7.338250, 112.793597)",Second,Disewa/Dijual,,123757.0,Baik
Gubeng,"Gang Surapati, Gubeng, Surabaya",993,Girik,"Gang Surapati, Gubeng, Surabaya (-7.324800, 112.798921)",Second,Disewa,1147000.0,123961.0,Baik
Rungkut,"Jl. Jend. Sudirman, Rungkut, Surabaya",1563,Girik,"Jl. Jend. Sudirman, Rungkut, Surabaya (-7.257924, 112.739654)",Second,Disewa,,123757.0,Buruk
Pabean Cantikan,"Gang Siliwangi, Pabean Cantikan, Surabaya",1526,Belum Bersertifikat,"Gang Siliwangi, Pabean Cantikan, Surabaya (-7.291841, 112.799092)",Second,Dijual,,,Baik
Sukolilo,"Jalan Gegerkalong Hilir, Sukolilo, Surabaya",1921,Girik,"Jalan Gegerkalong Hilir, Sukolilo, Surabaya (-7.296652, 112.715593)",Second,Dijual,,110557.0,Baik
Asemrowo,"Jalan Rajawali Barat, Asemrowo, Surabaya",726,HGB,"Jalan Rajawali Barat, Asemrowo, Surabaya (-7.290361, 112.725355)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Semampir,"Gang Cempaka, Semampir, Surabaya",1348,HGB,"Gang Cempaka, Semampir, Surabaya (-7.313397, 112.708902)",Second,Disewa,,172669.0,Baik
Asemrowo,"Jl. Merdeka, Asemrowo, Surabaya",860,Belum Bersertifikat,"Jl. Merdeka, Asemrowo, Surabaya (-7.269289, 112.727174)",Second,Disewa,916000.0,45547.0,Buruk
Tandes,"Gang Kendalsari, Tandes, Surabaya",1365,Girik,"Gang Kendalsari, Tandes, Surabaya (-7.297671, 112.776794)",Second,Disewa,,87511.0,Baik
Tandes,"Gang Raya Setiabudhi, Tandes, Surabaya",1064,HGB,"Gang Raya Setiabudhi, Tandes, Surabaya (-7.338325, 112.785292)",Second,Disewa,,87511.0,Baik
Bulak,"Gg. Joyoboyo, Bulak, Surabaya",834,SHM,"Gg. Joyoboyo, Bulak, Surabaya (-7.337093, 112.777889)",Second,Dijual,,43764.0,Baik
Sawahan,"Gang Gardujati, Sawahan, Surabaya",1628,SHM,"Gang Gardujati, Sawahan, Surabaya (-7.296314, 112.763107)",Second,Dijual,1032000.0,188693.0,Baik
Tambaksari,"Gg. Wonoayu, Tambaksari, Surabaya",1055,HGB,"Gg. Wonoayu, Tambaksari, Surabaya (-7.256343, 112.751397)",Second,Disewa/Dijual,,214966.0,Buruk
Pabean Cantikan,"Jalan Pelajar Pejuang, Pabean Cantikan, Surabaya",818,HGB,"Jalan Pelajar Pejuang, Pabean Cantikan, Surabaya (-7.319165, 112.770870)",Second,Disewa,,,Baik
Rungkut,"Gg. Jakarta, Rungkut, Surabaya",1915,SHM,"Gg. Jakarta, Rungkut, Surabaya (-7.263046, 112.739083)",Second,Dijual,,123757.0,Buruk
Simokerto,"Jl. Cihampelas, Simokerto, Surabaya",718,Girik,"Jl. Cihampelas, Simokerto, Surabaya (-7.273590, 112.784131)",Second,Dijual,,86897.0,Baik
Pabean Cantikan,"Gang Veteran, Pabean Cantikan, Surabaya",1253,Belum Bersertifikat,"Gang Veteran, Pabean Cantikan, Surabaya (-7.325219, 112.767719)",Second,Disewa,,,Baik
Semampir,"Gang Siliwangi, Semampir, Surabaya",1171,Belum Bersertifikat,"Gang Siliwangi, Semampir, Surabaya (-7.346366, 112.769780)",Second,Dijual,,172669.0,Baik
Benowo,"Jl. Indragiri, Benowo, Surabaya",816,Belum Bersertifikat,"Jl. Indragiri, Benowo, Surabaya (-7.339815, 112.753594)",Second,Disewa/Dijual,,69938.0,Baik
Genteng,"Jalan Ahmad Dahlan, Genteng, Surabaya",896,Belum Bersertifikat,"Jalan Ahmad Dahlan, Genteng, Surabaya (-7.277151, 112.788523)",Second,Disewa/Dijual,,52924.0,Baik
Tambaksari,"Jalan Ahmad Dahlan, Tambaksari, Surabaya",1710,HGB,"Jalan Ahmad Dahlan, Tambaksari, Surabaya (-7.330033, 112.725201)",Second,Disewa,,214966.0,Baik
Genteng,"Jl. Laswi, Genteng, Surabaya",1835,Girik,"Jl. Laswi, Genteng, Surabaya (-7.312873, 112.738115)",Second,Disewa/Dijual,,52924.0,Baik
Sawahan,"Jalan Raya Setiabudhi, Sawahan, Surabaya",1618,HGB,"Jalan Raya Setiabudhi, Sawahan, Surabaya (-7.299830, 112.777764)",Second,Dijual,1032000.0,188693.0,Baik
Tegalsari,"Jalan H.J Maemunah, Tegalsari, Surabaya",1822,SHM,"Jalan H.J Maemunah, Tegalsari, Surabaya (-7.277453, 112.749275)",Second,Disewa/Dijual,,92014.0,Baik
Pakal,"Jl. Wonoayu, Pakal, Surabaya",1728,HGB,"Jl. Wonoayu, Pakal, Surabaya (-7.338677, 112.788921)",Second,Dijual,,59971.0,Baik
Krembangan,"Gang H.J Maemunah, Krembangan, Surabaya",1097,Girik,"Gang H.J Maemunah, Krembangan, Surabaya (-7.309363, 112.734640)",Second,Disewa,,109027.0,Baik
Sukolilo,"Gang Pelajar Pejuang, Sukolilo, Surabaya",1949,SHM,"Gang Pelajar Pejuang, Sukolilo, Surabaya (-7.301493, 112.736933)",Second,Disewa,,110557.0,Baik
Karang Pilang,"Jl. Jakarta, Karang Pilang, Surabaya",1811,HGB,"Jl. Jakarta, Karang Pilang, Surabaya (-7.295917, 112.788874)",Second,Dijual,862000.0,,Baik
Gubeng,"Jalan Cikapayang, Gubeng, Surabaya",1197,HGB,"Jalan Cikapayang, Gubeng, Surabaya (-7.268164, 112.746437)",Second,Dijual,1147000.0,123961.0,Buruk
Dukuh Pakis,"Jl. Jend. Sudirman, Dukuh Pakis, Surabaya",1814,Belum Bersertifikat,"Jl. Jend. Sudirman, Dukuh Pakis, Surabaya (-7.332832, 112.751612)",Second,Disewa/Dijual,,56707.0,Baik
Sambikerep,"Jl. Peta, Sambikerep, Surabaya",1454,SHM,"Jl. Peta, Sambikerep, Surabaya (-7.269217, 112.733276)",Second,Dijual,,63778.0,Buruk
Wonokromo,"Gg. S. Parman, Wonokromo, Surabaya",1703,HGB,"Gg. S. Parman, Wonokromo, Surabaya (-7.280712, 112.727667)",Second,Disewa,,144650.0,Baik
Lakarsantri,"Jl. H.J Maemunah, Lakarsantri, Surabaya",1532,Girik,"Jl. H.J Maemunah, Lakarsantri, Surabaya (-7.294413, 112.765595)",Second,Dijual,,59256.0,Baik
Lakarsantri,"Gg. Ahmad Dahlan, Lakarsantri, Surabaya",1456,SHM,"Gg. Ahmad Dahlan, Lakarsantri, Surabaya (-7.280047, 112.711984)",Second,Disewa/Dijual,,59256.0,Baik
Rungkut,"Gang Cihampelas, Rungkut, Surabaya",1304,Belum Bersertifikat,"Gang Cihampelas, Rungkut, Surabaya (-7.308798, 112.787927)",Second,Disewa/Dijual,,123757.0,Baik
Pabean Cantikan,"Gg. Cikutra Barat, Pabean Cantikan, Surabaya",1461,HGB,"Gg. Cikutra Barat, Pabean Cantikan, Surabaya (-7.336160, 112.777920)",Second,Dijual,,,Baik
Simokerto,"Gg. Merdeka, Simokerto, Surabaya",759,HGB,"Gg. Merdeka, Simokerto, Surabaya (-7.283423, 112.719075)",Second,Disewa/Dijual,,86897.0,Baik
Gubeng,"Jl. Gardujati, Gubeng, Surabaya",1822,Girik,"Jl. Gardujati, Gubeng, Surabaya (-7.297533, 112.769402)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Karang Pilang,"Jalan Gedebage Selatan, Karang Pilang, Surabaya",785,Belum Bersertifikat,"Jalan Gedebage Selatan, Karang Pilang, Surabaya (-7.286063, 112.760263)",Second,Disewa,862000.0,,Baik
Dukuh Pakis,"Jl. Jakarta, Dukuh Pakis, Surabaya",853,Girik,"Jl. Jakarta, Dukuh Pakis, Surabaya (-7.316200, 112.718454)",Second,Dijual,,56707.0,Baik
Wonokromo,"Jalan Stasiun Wonokromo, Wonokromo, Surabaya",1062,SHM,"Jalan Stasiun Wonokromo, Wonokromo, Surabaya (-7.259313, 112.727320)",Second,Disewa,,144650.0,Buruk
Pakal,"Gang Pacuan Kuda, Pakal, Surabaya",966,HGB,"Gang Pacuan Kuda, Pakal, Surabaya (-7.291263, 112.740899)",Second,Disewa,,59971.0,Baik
Semampir,"Gang Laswi, Semampir, Surabaya",1504,Girik,"Gang Laswi, Semampir, Surabaya (-7.341460, 112.769924)",Second,Disewa/Dijual,,172669.0,Baik
Sawahan,"Gang Rawamangun, Sawahan, Surabaya",1315,Belum Bersertifikat,"Gang Rawamangun, Sawahan, Surabaya (-7.305020, 112.763872)",Second,Disewa,1032000.0,188693.0,Baik
Wonokromo,"Jalan Kapten Muslihat, Wonokromo, Surabaya",735,HGB,"Jalan Kapten Muslihat, Wonokromo, Surabaya (-7.274364, 112.753223)",Second,Dijual,,144650.0,Baik
Sukolilo,"Gang Dipatiukur, Sukolilo, Surabaya",954,HGB,"Gang Dipatiukur, Sukolilo, Surabaya (-7.270587, 112.776841)",Second,Dijual,,110557.0,Baik
Sukolilo,"Jalan Ciumbuleuit, Sukolilo, Surabaya",1250,HGB,"Jalan Ciumbuleuit, Sukolilo, Surabaya (-7.300540, 112.775794)",Second,Dijual,,110557.0,Baik
Simokerto,"Jalan Abdul Muis, Simokerto, Surabaya",1785,Belum Bersertifikat,"Jalan Abdul Muis, Simokerto, Surabaya (-7.260525, 112.761786)",Second,Disewa,,86897.0,Buruk
Sukolilo,"Jalan Merdeka, Sukolilo, Surabaya",1473,Girik,"Jalan Merdeka, Sukolilo, Surabaya (-7.323233, 112.778699)",Second,Dijual,,110557.0,Baik
Asemrowo,"Gg. Dipenogoro, Asemrowo, Surabaya",1492,HGB,"Gg. Dipenogoro, Asemrowo, Surabaya (-7.308940, 112.733426)",Second,Dijual,916000.0,45547.0,Baik
Lakarsantri,"Gang Cikapayang, Lakarsantri, Surabaya",942,SHM,"Gang Cikapayang, Lakarsantri, Surabaya (-7.260140, 112.788125)",Second,Disewa,,59256.0,Buruk
Sukolilo,"Jalan Siliwangi, Sukolilo, Surabaya",804,SHM,"Jalan Siliwangi, Sukolilo, Surabaya (-7.260374, 112.761491)",Second,Disewa,,110557.0,Buruk
Pabean Cantikan,"Gg. Sadang Serang, Pabean Cantikan, Surabaya",765,Girik,"Gg. Sadang Serang, Pabean Cantikan, Surabaya (-7.281429, 112.782236)",Second,Disewa,,,Baik
Lakarsantri,"Gg. Kendalsari, Lakarsantri, Surabaya",1219,SHM,"Gg. Kendalsari, Lakarsantri, Surabaya (-7.264102, 112.754628)",Second,Disewa,,59256.0,Buruk
Simokerto,"Gg. Gedebage Selatan, Simokerto, Surabaya",1713,HGB,"Gg. Gedebage Selatan, Simokerto, Surabaya (-7.341123, 112.721844)",Second,Disewa/Dijual,,86897.0,Baik
Wonokromo,"Gang Abdul Muis, Wonokromo, Surabaya",1518,Girik,"Gang Abdul Muis, Wonokromo, Surabaya (-7.263501, 112.754241)",Second,Disewa,,144650.0,Buruk
